"","Quercus_CA","Quercus_MX","Quercus_MX_stellatae","roburoids_albae","mac_bic","mac_bic_lob"
"refRAD.ref_longispica_raxml.bt058",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt059",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt060",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"refRAD.ref_longispica_raxml.bt061",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_longispica_raxml.bt062",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt063",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt064",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt065",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt066",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt067",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt068",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt069",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt070",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_longispica_raxml.bt071",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt072",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt073",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_longispica_raxml.bt074",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_longispica_raxml.bt075",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"refRAD.ref_longispica_raxml.bt076",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt077",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt078",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt079",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt080",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt081",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt082",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt083",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt084",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt085",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt086",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt087",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt088",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt089",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt090",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt091",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt092",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt093",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt094",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt095",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt096",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt097",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"refRAD.ref_longispica_raxml.bt098",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_longispica_raxml.bt099",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"refRAD.ref_longispica_raxml.bt100",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt001",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt002",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"refRAD.ref_rubra_raxml.bt003",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt004",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"refRAD.ref_rubra_raxml.bt005",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt006",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt007",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt008",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"refRAD.ref_rubra_raxml.bt009",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_rubra_raxml.bt010",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt011",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt012",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt013",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt014",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt015",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt016",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt017",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt018",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt019",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt020",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt021",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt022",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt023",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt024",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt025",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt026",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"refRAD.ref_rubra_raxml.bt027",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt028",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt029",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt030",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt031",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt032",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt033",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt034",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt035",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt036",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt037",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt038",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt039",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt040",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt041",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt042",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt043",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt044",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt045",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt046",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt047",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt048",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt049",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt050",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"refRAD.ref_rubra_raxml.bt051",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt052",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt053",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt054",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt055",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt056",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt057",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt058",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt059",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt060",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt061",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt062",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt063",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_rubra_raxml.bt064",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt065",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt066",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt067",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt068",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"refRAD.ref_rubra_raxml.bt069",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt070",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt071",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt072",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt073",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt074",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt075",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt076",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt077",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt078",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt079",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt080",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_rubra_raxml.bt081",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt082",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt083",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt084",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_rubra_raxml.bt085",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt086",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt087",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt088",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt089",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt090",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt091",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"refRAD.ref_rubra_raxml.bt092",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt093",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_rubra_raxml.bt094",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt095",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt096",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt097",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt098",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt099",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_rubra_raxml.bt100",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt001",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt002",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt003",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt004",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt005",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt006",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt007",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt008",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt009",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt010",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt011",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt012",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt013",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_tomentella_raxml.bt014",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt015",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt016",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt017",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt018",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt019",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt020",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt021",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt022",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt023",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt024",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_tomentella_raxml.bt025",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"refRAD.ref_tomentella_raxml.bt026",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt027",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt028",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt029",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt030",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt031",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt032",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt033",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt034",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt035",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_tomentella_raxml.bt036",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_tomentella_raxml.bt037",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt038",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt039",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_tomentella_raxml.bt040",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt041",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt042",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt043",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt044",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt045",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt046",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt047",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt048",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt049",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt050",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt051",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt052",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt053",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt054",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_tomentella_raxml.bt055",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt056",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt057",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt058",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt059",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt060",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_tomentella_raxml.bt061",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt062",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt063",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt064",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_tomentella_raxml.bt065",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt066",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt067",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt068",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt069",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_tomentella_raxml.bt070",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt071",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt072",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt073",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt074",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt075",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt076",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt077",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt078",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt079",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt080",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"refRAD.ref_tomentella_raxml.bt081",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt082",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt083",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt084",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt085",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt086",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt087",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt088",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt089",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt090",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"refRAD.ref_tomentella_raxml.bt091",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt092",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt093",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt094",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt095",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt096",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt097",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_tomentella_raxml.bt098",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"refRAD.ref_tomentella_raxml.bt099",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"refRAD.ref_tomentella_raxml.bt100",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt001",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt002",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt003",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt004",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt005",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt006",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt007",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt008",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt009",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt010",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt011",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt012",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt013",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt014",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt015",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt016",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt017",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt018",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt019",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt020",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt021",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt022",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt023",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt024",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt025",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt026",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt027",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"refRAD.ref_variablis_raxml.bt028",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
